region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
1,102,1582,1,124,46,3,3234.5,1997-08-17,85,,,,6,0,0,0,0,0
1,102,1583,1,124,46,3,3420.399902,1997-10-28,72,1,72,26,1,0,0,0,0,0
1,102,1584,1,124,46,3,3769.899902,1997-06-07,58,1,58,12,1,0,0,0,0,0
1,102,1585,1,124,46,3,3072.899902,1997-07-16,94,1,94,48,1,0,0,0,0,0
1,102,1586,1,124,46,3,2726.300049,1997-06-18,67,0,244,198,4,0,0,0,0,0
1,102,1587,1,124,46,3,3098.5,1997-07-27,63,1,63,17,1,0,0,0,0,0
1,102,1588,1,124,46,3,3850.699951,1997-07-13,81,0,102,56,2,0,0,0,0,0
1,102,1589,1,124,46,2,2727.300049,1996-10-22,109,0,167,121,3,0,0,0,0,0
1,102,1590,1,124,46,2,,1996-10-04,,,,,,0,0,1,0,0
1,102,1591,1,124,46,2,2616.800049,1996-09-26,76,1,76,30,1,0,0,0,0,0
1,102,1591,2,124,46,3,3438.199951,1997-09-22,74,1,74,28,1,0,0,0,0,0
1,102,1592,1,124,46,3,2636.300049,1997-08-21,65,0,223,177,5,0,0,0,0,0
1,102,1593,1,124,46,2,2628.600098,1996-10-12,97,1,97,51,1,0,0,0,0,0
1,102,1594,1,124,46,2,2944.199951,1996-11-16,74,0,155,109,2,0,0,0,0,0
1,102,1595,1,124,46,2,2388,1996-10-20,72,0,115,69,3,0,0,0,0,0
1,102,1595,2,124,46,3,2526.699951,1997-11-26,72,,,,3,0,0,0,0,0
1,102,1596,1,124,46,2,1810.099976,1996-09-07,92,1,92,46,1,0,0,0,0,0
1,102,1596,2,124,46,3,2868.399902,1997-09-24,82,0,107,61,2,0,0,0,0,0
1,102,1597,1,124,46,2,2212,1996-10-12,71,1,71,25,1,0,0,0,0,0
1,102,1598,1,124,46,2,2515.699951,1996-12-09,68,1,68,22,1,0,0,0,0,0
1,102,1599,1,124,46,2,2027.199951,1997-01-14,126,1,126,80,1,0,0,0,0,0
1,102,1600,1,124,46,2,2110.199951,1997-01-11,61,0,79,33,2,0,0,0,0,0
1,102,1601,1,124,46,2,2068.100098,1996-12-01,77,1,77,31,1,0,0,0,0,0
1,102,1601,2,124,46,3,,1997-11-15,,,,,,0,1,0,0,0
1,102,1602,1,124,46,2,2339.5,1997-02-12,92,0,186,140,4,1,1,0,0,0
1,102,1603,1,124,46,2,2817.5,1997-03-08,62,1,62,16,1,0,0,0,0,0
1,102,1604,1,124,46,2,3124.699951,1997-06-14,81,1,81,35,1,0,0,0,0,0
1,102,1605,1,124,46,2,2461.899902,1997-06-19,79,0,105,59,2,0,0,0,0,0
1,102,1606,1,124,46,2,2583.699951,1997-07-19,79,1,79,33,1,0,0,0,0,0
1,102,1607,1,124,46,2,3412.300049,1997-07-23,89,1,89,43,1,0,0,0,0,0
1,102,1608,1,124,46,2,3226.100098,1997-10-03,68,0,212,166,5,0,0,0,0,0
1,102,1609,1,124,46,2,2940.800049,1997-09-25,62,0,82,36,2,0,0,0,0,0
1,102,1610,1,124,46,2,2592.800049,1997-07-15,97,1,97,51,1,0,0,0,0,0
1,102,1611,1,124,46,1,,1996-10-29,166,0,293,247,3,0,0,0,0,0
1,102,1612,1,124,46,1,1915.800049,1996-11-01,83,1,83,37,1,0,0,0,0,0
1,102,1612,2,124,46,2,2668,1997-11-07,77,0,183,137,5,0,0,0,0,0
1,102,1613,1,124,46,1,2228.199951,1997-02-01,68,0,90,44,2,0,0,0,0,0
1,102,1614,1,124,46,1,1911.300049,1996-11-19,63,1,63,17,1,0,0,0,0,0
1,102,1614,2,124,46,2,2912.300049,1997-11-02,58,0,124,78,4,0,0,0,0,0
1,102,1615,1,124,46,1,1792,1996-12-03,62,0,180,134,3,0,0,0,0,0
1,102,1616,1,124,46,1,1832.199951,1996-12-12,71,0,113,67,2,0,0,0,0,0
1,102,1617,1,124,46,1,2139,1996-12-02,65,1,65,19,1,0,1,0,0,0
1,102,1617,2,124,46,2,2748.100098,1997-11-09,112,0,165,119,4,0,1,0,0,0
1,102,1618,1,124,46,1,2213.199951,1996-11-29,71,1,71,25,1,0,0,0,0,0
1,102,1619,1,124,46,1,2021.400024,1997-01-03,75,1,75,29,1,0,0,0,0,0
1,102,1620,1,124,46,1,2061.5,1997-03-05,77,1,77,31,1,0,0,0,0,0
1,102,1621,1,124,46,1,2021.199951,1997-02-05,63,0,102,56,3,0,0,0,0,0
1,102,1622,1,124,46,1,1460.800049,1997-01-21,141,1,141,95,1,1,0,0,0,0
1,102,1623,1,124,46,1,2034.800049,1997-01-23,77,0,112,66,2,0,0,0,0,0
1,102,1624,1,124,46,1,2218.800049,1997-03-19,71,1,71,25,1,0,0,0,0,0
1,102,1625,1,124,46,1,2549.800049,1997-03-19,78,1,78,32,1,0,0,0,0,0
1,102,1626,1,124,46,1,1883,1997-04-09,73,1,73,27,1,0,0,0,0,0
1,102,1627,1,124,46,1,2287.5,1997-04-25,64,1,64,18,1,0,1,0,0,0
1,102,1628,1,124,46,1,2529.899902,1997-04-20,63,0,161,115,4,0,1,0,0,0
1,102,1629,1,124,46,1,,1997-05-20,58,,,,1,0,0,0,0,0
1,102,1630,1,124,46,1,1967.699951,1997-11-26,81,,,,4,0,0,0,0,0
1,102,1631,1,124,46,1,1817.199951,1997-11-26,64,,,,5,0,0,0,1,0
1,102,1632,1,124,46,1,2472.399902,1997-07-28,80,1,80,34,1,0,0,0,0,0
1,102,1633,1,124,46,1,1539.099976,1997-07-23,65,,,,8,0,0,0,0,0
1,102,1634,1,124,46,1,2461.899902,1997-08-12,65,1,65,19,1,0,0,0,0,0
1,102,1635,1,124,46,1,2364.300049,1997-09-03,87,0,189,143,3,0,0,0,0,0
1,102,1636,1,124,46,1,2358.5,1997-09-19,77,0,98,52,2,0,0,0,0,0
1,102,1637,1,124,46,1,2090.800049,1997-11-01,70,1,70,24,1,0,0,0,0,0
1,102,1638,1,124,46,1,2510.5,1997-10-19,66,0,85,39,2,0,0,0,0,0
1,102,1639,1,124,46,1,2008.800049,1997-10-14,71,0,162,116,5,0,0,0,0,0
1,102,1640,1,124,46,1,1924.400024,1997-10-23,76,0,118,72,2,0,0,0,0,0
1,102,1641,1,124,46,1,1730,1997-10-21,63,0,161,115,5,0,0,0,0,0
1,102,1642,1,124,46,1,2418.399902,1997-11-30,68,0,123,77,4,0,0,0,0,0
1,102,1643,1,124,46,1,1965.199951,1997-11-23,66,,,,6,0,0,0,0,0
1,103,1644,1,132,32,4,2409.899902,1996-11-24,47,0,221,189,6,1,0,0,0,0
1,103,1645,1,132,32,4,3811.800049,1996-12-21,39,1,39,7,1,0,0,0,0,0
1,103,1645,2,132,32,5,2850.899902,1997-11-05,43,,,,1,0,0,0,0,0
1,103,1646,1,132,32,3,2264.699951,1997-04-09,65,,,,2,0,1,0,0,0
1,103,1647,1,132,32,4,2195,1997-03-17,51,0,101,69,2,0,0,0,0,0
1,103,1648,1,132,32,4,3239,1997-06-09,61,0,69,37,2,0,0,0,0,0
1,103,1649,1,132,32,5,3021.800049,1997-09-22,58,0,174,142,3,0,0,0,0,0
1,103,1650,1,132,32,4,3296.100098,1996-09-06,81,1,81,49,1,0,0,0,0,0
1,103,1651,1,132,32,4,2852,1997-01-06,64,0,115,83,2,0,0,0,0,0
1,103,1652,1,132,32,4,3752.600098,1997-09-24,56,0,145,113,4,0,0,0,0,0
1,103,1653,1,132,32,5,2925.899902,1997-09-17,53,0,117,85,4,0,0,0,0,0
1,103,1654,1,132,32,5,2625.800049,1997-02-22,66,1,66,34,1,0,0,0,0,0
1,103,1655,1,132,32,4,3100.100098,1996-09-06,83,1,83,51,1,0,0,0,0,0
1,103,1655,2,132,32,5,2323.899902,1997-09-07,71,1,71,39,1,0,0,0,0,0
1,103,1656,1,132,32,4,2377.800049,1997-02-23,89,0,110,78,2,0,0,0,0,0
1,103,1657,1,132,32,4,2889.100098,1996-11-11,76,1,76,44,1,0,0,0,0,0
1,103,1657,2,132,32,5,2314.899902,1997-11-04,86,0,130,98,2,0,0,0,0,0
1,103,1658,1,132,32,4,2658.600098,1996-11-24,53,1,53,21,1,0,0,0,0,0
1,103,1658,2,132,32,5,2939,1997-10-17,84,1,84,52,1,0,0,0,0,0
1,103,1659,1,132,32,4,4084.5,1996-10-13,90,1,90,58,1,0,0,0,0,0
1,103,1659,2,132,32,5,2787.699951,1997-10-18,67,1,67,35,1,0,0,0,0,0
1,103,1660,1,132,32,4,2604.100098,1997-06-12,49,0,71,39,2,0,0,0,0,0
1,103,1661,1,132,32,4,1704.400024,1997-02-22,88,1,88,56,1,0,0,0,0,0
1,103,1662,1,132,32,4,2584.800049,1997-08-18,96,0,118,86,2,0,0,0,0,0
1,103,1663,1,132,32,4,2768.399902,1997-03-11,71,1,71,39,1,0,0,0,0,0
1,103,1664,1,132,32,4,3306.5,1996-12-22,58,1,58,26,1,0,0,0,0,0
1,103,1664,2,132,32,5,2743.600098,1997-11-28,125,,,,1,0,0,0,0,0
1,103,1665,1,132,32,4,2906.800049,1997-05-28,89,0,146,114,2,0,0,0,0,0
1,103,1666,1,132,32,3,3354,1996-10-10,64,,,,7,0,1,0,0,0
1,103,1667,1,132,32,4,2789,1997-05-31,74,,,,7,0,0,0,0,0
1,103,1668,1,132,32,3,2008,1997-03-08,77,1,77,45,1,0,0,0,0,0
1,103,1669,1,132,32,3,3244.600098,1997-02-04,71,0,144,112,2,0,0,0,0,0
1,103,1670,1,132,32,3,2766.300049,1996-09-04,71,1,71,39,1,0,0,0,0,0
1,103,1670,2,132,32,4,2451.199951,1997-08-23,57,1,57,25,1,0,0,0,0,0
1,103,1671,1,132,32,3,3226.5,1996-10-12,62,1,62,30,1,0,0,0,0,0
1,103,1672,1,132,32,3,3308.5,1996-11-04,86,1,86,54,1,0,0,0,0,0
1,103,1672,2,132,32,4,2439.300049,1997-11-16,64,,,,2,0,0,0,0,0
1,103,1673,1,132,32,4,3412.199951,1997-06-13,59,1,59,27,1,0,0,0,0,0
1,103,1674,1,132,32,3,3063.5,1996-09-25,50,0,111,79,3,0,0,0,0,0
1,103,1674,2,132,32,4,2778,1997-10-23,56,1,56,24,1,0,0,0,0,0
1,103,1675,1,132,32,3,,1997-01-07,,,,,,0,0,0,0,0
1,103,1676,1,132,32,3,2571.699951,1997-09-08,70,0,128,96,3,0,0,0,0,0
1,103,1677,1,132,32,3,3042,1996-09-25,184,1,184,152,1,0,0,0,0,0
1,103,1678,1,132,32,3,2358.800049,1997-02-16,60,1,60,28,1,0,0,0,0,0
1,103,1679,1,132,32,3,2646.399902,1997-07-20,46,1,46,14,1,0,0,0,0,0
1,103,1680,1,132,32,3,2183.5,1997-02-16,89,1,89,57,1,0,0,0,0,0
1,103,1681,1,132,32,3,2959,1997-05-13,57,0,222,190,8,0,0,0,0,0
1,103,1682,1,132,32,3,2179.699951,1997-03-14,39,0,61,29,2,0,0,0,0,0
1,103,1683,1,132,32,3,2298.699951,1997-03-03,50,0,82,50,2,0,0,0,0,0
1,103,1684,1,132,32,3,2941.399902,1997-01-03,43,0,72,40,2,0,0,0,0,0
1,103,1685,1,132,32,2,3056.5,1996-11-05,73,0,171,139,2,0,0,0,0,0
1,103,1686,1,132,32,4,3069.5,1996-12-12,71,0,90,58,2,0,0,0,0,0
1,103,1687,1,132,32,3,3046.5,1997-05-17,91,1,91,59,1,0,0,0,0,0
1,103,1688,1,132,32,3,2953.199951,1997-06-27,79,1,79,47,1,0,0,0,0,0
1,103,1689,1,132,32,3,2329,1997-08-14,53,1,53,21,1,0,0,0,0,0
1,103,1690,1,132,32,3,2832.300049,1997-06-14,48,0,89,57,2,0,0,0,0,0
1,103,1691,1,132,32,2,2124.800049,1996-11-26,71,0,115,83,2,0,0,0,0,0
1,103,1692,1,132,32,2,2172.5,1997-02-27,63,1,63,31,1,0,0,0,0,0
1,103,1693,1,132,32,2,1908,1997-02-07,72,0,109,77,2,0,0,0,0,0
1,103,1694,1,132,32,2,2442.399902,1996-11-25,88,0,221,189,3,1,0,0,0,0
1,103,1695,1,132,32,2,2884.399902,1996-10-28,135,0,183,151,2,0,0,0,0,0
1,103,1696,1,132,32,2,2901.300049,1997-10-07,97,,,,3,0,0,0,0,0
1,103,1697,1,132,32,2,2566.899902,1997-04-27,73,0,137,105,3,0,0,0,0,0
1,103,1698,1,132,32,2,2675.699951,1996-10-29,127,1,127,95,1,0,0,0,0,0
1,103,1699,1,132,32,3,2795.399902,1997-05-28,44,1,44,12,1,0,0,0,0,0
1,103,1700,1,132,32,2,2502.899902,1997-04-09,87,0,127,95,3,0,0,0,0,0
1,103,1701,1,132,32,2,2946.600098,1997-07-05,79,0,169,137,4,0,0,0,0,0
1,103,1702,1,132,32,2,2346.199951,1997-10-07,194,,,,1,0,0,0,0,0
1,103,1703,1,132,32,2,2830.800049,1997-04-30,60,0,122,90,4,0,0,0,0,0
1,103,1704,1,132,32,2,2286.100098,1997-02-11,70,1,70,38,1,0,0,0,0,0
1,103,1705,1,132,32,2,2462,1997-07-04,101,,,,2,0,0,0,0,0
1,103,1706,1,132,32,2,2652.800049,1996-12-21,67,0,128,96,2,0,0,0,0,0
1,103,1707,1,132,32,2,2964.699951,1997-05-29,105,0,196,164,2,0,0,0,0,0
1,103,1708,1,132,32,2,2584.600098,1997-05-23,43,1,43,11,1,0,0,0,0,0
1,103,1709,1,132,32,1,2232.199951,1997-05-10,78,1,78,46,1,0,0,0,0,0
1,103,1710,1,132,32,2,2439.800049,1997-03-28,45,1,45,13,1,0,0,0,0,0
1,103,1711,1,132,32,2,2008.400024,1997-02-22,86,0,130,98,3,0,0,0,0,0
1,103,1712,1,132,32,2,2236.399902,1997-04-23,45,0,129,97,4,0,0,0,0,0
1,103,1713,1,132,32,2,2603.199951,1997-06-28,67,1,67,35,1,0,0,0,0,0
1,103,1714,1,132,32,3,3252.699951,1997-06-09,48,0,105,73,4,0,0,0,0,0
1,103,1715,1,132,32,4,3316.899902,1996-11-12,106,1,106,74,1,0,0,0,0,0
1,103,1715,2,132,32,5,,1997-11-28,23,,,,1,0,0,0,0,0
1,103,1716,1,132,32,5,2711.199951,1997-10-16,81,0,102,70,2,0,0,0,0,0
1,103,1717,1,132,32,4,,1997-01-17,,,,,,0,0,0,0,0
1,103,1718,1,132,32,4,2957.5,1997-02-09,105,0,146,114,4,0,0,0,0,0
1,103,1719,1,132,32,4,3894.199951,1996-10-07,99,1,99,67,1,0,0,0,0,0
1,103,1719,2,132,32,5,2760.399902,1997-10-16,45,1,45,13,1,0,0,0,0,0
1,103,1720,1,132,32,2,2682.5,1997-01-27,44,0,319,287,8,0,0,0,1,0
1,103,1721,1,132,32,2,1947.699951,1997-05-06,77,1,77,45,1,0,0,0,0,0
1,103,1722,1,132,32,2,2227.699951,1997-06-17,55,0,211,179,4,0,0,0,0,0
1,103,1723,1,132,32,2,2762.199951,1997-04-21,114,0,176,144,3,0,0,0,0,0
1,103,1724,1,132,32,1,1639.300049,1996-09-02,75,1,75,43,1,0,0,0,0,0
1,103,1724,2,132,32,2,2678.600098,1997-08-23,76,1,76,44,1,0,0,0,1,0
1,103,1725,1,132,32,2,2290.800049,1997-06-26,70,0,164,132,3,0,0,0,0,0
1,103,1726,1,132,32,1,1605.5,1996-10-04,108,,,,1,0,0,0,0,0
1,103,1727,1,132,32,2,2687.800049,1997-05-21,48,1,48,16,1,0,0,0,0,0
1,103,1728,1,132,32,2,2314.899902,1997-06-29,80,0,167,135,4,0,0,0,0,0
1,103,1729,1,132,32,2,,1997-05-06,69,,,,5,0,0,0,0,0
1,103,1730,1,132,32,1,1978.099976,1997-05-03,58,1,58,26,1,0,0,0,0,0
1,103,1731,1,132,32,1,,1996-09-02,,,,,,0,0,0,0,0
1,103,1732,1,132,32,1,2161.800049,1997-05-03,56,0,77,45,2,0,0,0,0,0
1,103,1733,1,132,32,1,2321.699951,1997-04-30,122,0,143,111,2,0,0,0,0,0
1,103,1734,1,132,32,1,2014.699951,1997-09-08,121,,,,4,0,0,0,0,0
1,103,1735,1,132,32,1,,1997-05-21,56,,,,1,0,0,0,0,0
1,103,1736,1,132,32,1,1710.599976,1997-11-23,47,,,,3,0,0,0,0,0
1,103,1737,1,132,32,1,2178.800049,1997-07-18,47,0,137,105,2,0,0,0,0,0
1,103,1738,1,132,32,1,1773.900024,1997-11-10,64,0,82,50,2,0,0,0,0,0
1,103,1739,1,132,32,1,2429.399902,1997-07-12,81,0,146,114,4,0,0,0,0,0
1,103,1740,1,132,32,1,1326.199951,1997-09-03,139,1,139,107,1,0,0,1,0,0
1,103,1741,1,132,32,1,1955.5,1997-04-30,72,1,72,40,1,0,0,0,0,0
1,103,1742,1,132,32,1,1798.5,1997-11-27,69,,,,2,0,0,0,0,0
1,103,1743,1,132,32,1,2084,1997-11-24,,,,,,0,0,0,0,0
1,103,1744,1,132,32,1,2267.300049,1997-11-01,100,,,,1,0,0,0,0,0
1,103,1745,1,132,32,1,1681,1997-11-03,162,,,,1,0,0,0,0,0
1,103,1746,1,132,32,1,1593.800049,1997-11-01,77,1,77,45,1,0,0,0,0,0
1,103,1747,1,132,32,1,2202.800049,1997-09-10,60,,,,3,0,0,0,0,0
1,103,1748,1,132,32,1,1928.599976,1996-10-04,66,1,66,34,1,0,0,0,0,0
1,103,1748,2,132,32,2,2173,1997-09-23,97,0,157,125,2,0,0,0,0,0
1,103,1749,1,132,32,1,2382.300049,1996-11-01,32,0,69,37,2,0,0,0,0,0
1,103,1749,2,132,32,2,2263.399902,1997-10-17,85,1,85,53,1,0,0,0,0,0
1,103,1750,1,132,32,1,1651.699951,1996-10-04,70,0,116,84,2,0,0,0,0,0
1,103,1750,2,132,32,2,2074.5,1997-11-04,64,1,64,32,1,0,0,0,0,0
1,103,1751,1,132,32,1,1711,1997-11-10,66,1,66,34,1,0,0,0,0,0
1,103,1752,1,132,32,1,1672.5,1997-03-11,77,0,172,140,2,0,0,0,0,0
1,103,1753,1,132,32,1,2115.800049,1997-06-16,63,1,63,31,1,0,0,0,0,0
1,103,1754,1,132,32,1,2009.199951,1997-04-01,102,1,102,70,1,0,0,0,0,0
1,103,1755,1,132,32,1,2256.800049,1997-07-09,77,0,142,110,2,0,0,0,0,0
1,103,1756,1,132,32,1,1701.900024,1997-09-10,110,,,,5,0,0,0,0,0
1,103,1757,1,132,32,2,1544.599976,1997-09-24,98,,,,2,0,0,1,0,0
1,103,1758,1,132,32,1,1419.900024,1997-11-10,66,1,66,34,1,0,0,0,0,0
1,103,1759,1,132,32,1,1793.599976,1997-11-10,98,,,,2,0,0,0,0,0
1,103,1760,1,132,32,1,1555.300049,1997-11-06,65,1,65,33,1,0,0,0,0,0
1,103,1761,1,132,32,1,1423.099976,1997-10-03,87,1,87,55,1,0,0,1,0,0
1,103,1762,1,132,32,1,1201.599976,1997-11-19,55,1,55,23,1,0,0,1,1,0
1,103,1763,1,132,32,1,1264.400024,1997-10-31,74,0,134,102,2,0,0,0,0,0
1,103,1764,1,132,32,1,1697.400024,1997-10-20,86,,,,3,0,0,0,0,0
1,103,1765,1,132,32,1,1523.5,1997-10-21,106,,,,1,0,0,0,0,0
1,103,1766,1,132,32,5,3143.600098,1997-07-06,71,1,71,39,1,0,0,0,0,0
1,103,1767,1,132,32,4,2565.199951,1996-12-11,79,1,79,47,1,0,0,0,0,0
1,103,1768,1,132,32,4,3024.399902,1997-05-10,56,,,,8,0,0,0,0,0
1,103,1769,1,132,32,4,2391,1997-02-26,102,,,,2,0,0,0,0,0
1,103,1770,1,132,32,4,2750.800049,1997-01-27,51,,,,2,0,1,0,0,0
1,103,1771,1,132,32,5,2958.399902,1997-05-07,60,1,60,28,1,0,0,0,0,0
1,103,1772,1,132,32,4,,1997-03-24,60,,,,1,0,0,0,0,0
1,103,1773,1,132,32,4,,1997-02-28,,,,,,0,0,0,0,0
1,103,1774,1,132,32,4,3293.899902,1996-09-08,67,1,67,35,1,0,0,0,0,0
1,103,1774,2,132,32,5,2770.5,1997-08-21,40,0,106,74,2,0,0,0,0,0
1,103,1775,1,132,32,4,,1997-04-08,33,0,216,184,5,0,0,0,0,0
1,103,1776,1,132,32,5,2798.899902,1997-07-13,51,,,,5,0,0,0,0,0
1,103,1777,1,132,32,5,2567,1997-05-18,131,1,131,99,1,0,0,0,0,0
1,103,1778,1,132,32,4,3020.600098,1997-01-05,52,0,102,70,2,0,0,0,0,0
1,103,1779,1,132,32,5,3167.699951,1997-07-10,96,0,129,97,2,0,0,0,0,0
1,103,1780,1,132,32,4,2730.399902,1997-10-31,70,1,70,38,1,0,0,0,0,0
1,103,1781,1,132,32,4,3277.699951,1997-10-20,52,1,52,20,1,0,0,0,0,0
1,103,1782,1,132,32,4,3234.699951,1996-12-02,86,1,86,54,1,0,0,0,0,0
1,103,1783,1,132,32,5,3454.600098,1997-08-19,79,1,79,47,1,0,0,0,0,0
1,103,1784,1,132,32,4,3141.5,1996-12-18,125,1,125,93,1,0,0,0,0,0
1,103,1785,1,132,32,4,3411.399902,1996-10-26,210,1,210,178,1,0,0,0,0,0
1,103,1786,1,132,32,5,3054,1996-12-19,77,1,77,45,1,0,0,0,0,0
1,103,1787,1,132,32,5,2732.600098,1997-08-26,40,1,40,8,1,0,0,0,0,0
1,103,1788,1,132,32,4,3997.100098,1996-11-27,70,0,257,225,8,0,0,0,0,0
1,103,1789,1,132,32,4,,1997-05-11,59,,,,1,0,0,0,0,0
1,103,1790,1,132,32,5,2860.199951,1997-03-15,65,,,,4,0,0,0,0,0
1,103,1791,1,132,32,4,3158,1996-09-30,73,0,224,192,5,0,0,0,0,0
1,103,1792,1,132,32,5,2620.699951,1997-06-29,74,0,210,178,3,0,0,0,0,0
1,103,1793,1,132,32,4,3536.600098,1996-09-07,83,0,127,95,2,0,0,0,0,0
1,103,1793,2,132,32,5,,1997-10-20,,,,,,0,0,0,0,0
1,103,1794,1,132,32,5,2801,1997-03-03,49,0,118,86,3,0,0,0,0,0
1,103,1795,1,132,32,4,1518.400024,1996-09-30,56,1,56,24,1,0,0,0,0,0
1,103,1795,2,132,32,5,2671.300049,1997-09-05,164,,,,1,0,0,0,0,0
1,103,1796,1,132,32,4,3262.800049,1997-04-11,91,0,133,101,2,0,0,0,0,0
1,103,1797,1,132,32,5,2498.199951,1997-05-07,98,1,98,66,1,0,0,0,1,0
1,103,1798,1,132,32,4,2248.399902,1997-02-22,79,0,302,270,7,0,0,0,0,0
1,103,1799,1,132,32,3,3457,1997-05-28,86,0,131,99,3,0,0,0,0,0
1,103,1800,1,132,32,3,2675.100098,1997-05-06,100,0,125,93,2,0,0,0,0,0
1,104,1801,1,212,37,5,3408.600098,1997-07-12,109,1,109,72,1,0,0,0,0,0
1,104,1802,1,212,37,4,2806.100098,1997-04-22,70,1,70,33,1,0,0,0,0,0
1,104,1803,1,212,37,4,3506.5,1997-03-24,77,1,77,40,1,0,0,0,0,0
1,104,1804,1,212,37,4,3131.699951,1997-02-17,83,1,83,46,1,0,0,0,0,0
1,104,1805,1,212,37,3,3660.699951,1997-06-23,92,0,189,152,3,0,0,0,0,0
1,104,1806,1,212,37,4,3131.399902,1997-07-30,77,0,121,84,2,0,0,0,0,0
1,104,1807,1,212,37,3,,1997-09-30,,,,,,0,0,0,0,0
1,104,1808,1,212,37,4,2621.300049,1996-11-18,89,1,89,52,1,0,0,0,0,0
1,104,1808,2,212,37,5,2936.100098,1997-11-16,54,1,54,17,1,0,0,0,0,0
1,104,1809,1,212,37,4,3681.5,1997-03-11,54,1,54,17,1,0,0,0,0,0
1,104,1810,1,212,37,5,3888.5,1997-06-17,84,0,124,87,2,0,0,0,0,0
1,104,1811,1,212,37,4,2841.300049,1997-06-01,65,0,87,50,2,0,0,0,0,0
1,104,1812,1,212,37,4,2618.100098,1997-04-27,100,,,,4,0,0,0,0,0
1,104,1813,1,212,37,3,3161,1997-02-20,24,0,87,50,2,0,0,0,0,0
1,104,1814,1,212,37,3,2889.699951,1996-11-19,63,0,121,84,3,0,0,0,0,0
1,104,1815,1,212,37,4,3578.800049,1997-05-27,95,0,145,108,2,0,0,0,0,0
1,104,1816,1,212,37,3,3204.5,1997-02-09,51,,,,7,0,0,0,0,0
1,104,1817,1,212,37,4,2346.199951,1997-01-25,57,0,108,71,3,1,0,0,0,0
1,104,1818,1,212,37,4,,1997-02-27,50,,,,1,0,0,0,0,0
1,104,1819,1,212,37,4,3639.199951,1997-09-18,92,1,92,55,1,0,0,0,0,0
1,104,1820,1,212,37,4,3184.399902,1997-05-21,56,1,56,19,1,0,0,0,0,0
1,104,1821,1,212,37,4,3577.5,1997-01-31,44,0,115,78,2,0,0,0,0,0
1,104,1822,1,212,37,4,3356.199951,1997-07-19,91,,,,2,0,0,0,0,0
1,104,1823,1,212,37,4,3758.300049,1996-12-09,54,0,116,79,2,0,0,0,0,0
1,104,1824,1,212,37,3,2168.699951,1996-09-10,63,0,104,67,3,1,0,0,0,0
1,104,1825,1,212,37,4,2871.800049,1997-03-15,55,0,106,69,3,0,0,0,0,0
1,104,1826,1,212,37,4,2701.100098,1996-11-11,56,1,56,19,1,0,0,0,0,0
1,104,1826,2,212,37,5,2912.399902,1997-10-17,57,,,,1,0,0,0,0,0
1,104,1827,1,212,37,3,3574.600098,1997-03-08,54,1,54,17,1,0,0,0,0,0
1,104,1828,1,212,37,4,2699.5,1997-02-19,131,1,131,94,1,0,0,0,0,0
1,104,1829,1,212,37,4,3419.300049,1997-04-18,67,0,107,70,2,0,0,0,0,0
1,104,1830,1,212,37,4,2458.899902,1997-10-06,,,,,,0,0,0,0,0
1,104,1831,1,212,37,4,2691.699951,1996-11-02,114,,,,2,0,0,0,0,0
1,104,1832,1,212,37,3,2958.199951,1996-09-10,57,1,57,20,1,0,0,0,0,0
1,104,1832,2,212,37,4,3545.399902,1997-08-25,42,0,85,48,2,0,0,0,0,0
1,104,1833,1,212,37,3,3695.100098,1996-11-09,115,0,255,218,3,0,0,0,0,0
1,104,1834,1,212,37,4,3045.399902,1997-07-26,,,,,,1,0,0,0,0
1,104,1835,1,212,37,4,2161.100098,1997-04-16,48,1,48,11,1,0,0,0,0,0
1,104,1836,1,212,37,3,3489.800049,1997-06-13,57,1,57,20,1,0,0,0,0,0
1,104,1837,1,212,37,3,3107.199951,1997-05-10,70,,,,3,0,0,0,0,0
1,104,1838,1,212,37,3,,1996-12-18,,,,,,0,0,0,0,0
1,104,1839,1,212,37,4,,1996-12-17,,,,,,0,0,0,0,0
1,104,1840,1,212,37,3,,1997-08-13,,,,,,0,0,0,0,0
1,104,1841,1,212,37,3,3055.100098,1996-09-19,64,0,110,73,2,0,0,0,0,0
1,104,1841,2,212,37,4,3342.5,1997-10-18,,,,,,0,0,0,0,0
1,104,1842,1,212,37,3,3117.5,1996-12-10,50,0,182,145,4,0,0,0,0,0
1,104,1843,1,212,37,5,3913.199951,1997-08-01,,,,,,0,0,0,0,0
1,104,1844,1,212,37,3,2566.5,1996-09-14,96,1,96,59,1,1,0,0,0,0
1,104,1844,2,212,37,4,2909.399902,1997-09-20,80,0,192,155,3,1,0,0,0,0
1,104,1845,1,212,37,4,,1997-04-27,68,,,,1,0,0,0,0,0
1,104,1846,1,212,37,3,3103.399902,1997-05-02,157,1,157,120,1,1,0,0,0,0
1,104,1847,1,212,37,3,2748.800049,1996-11-17,62,0,130,93,3,0,0,0,0,0
1,104,1848,1,212,37,4,2854.300049,1997-02-14,,,,,,0,0,0,0,0
1,104,1849,1,212,37,3,,1996-12-09,,,,,,0,0,0,0,0
1,104,1850,1,212,37,4,3095.699951,1997-03-14,78,1,78,41,1,0,0,0,0,0
1,104,1851,1,212,37,4,,1997-08-29,,,,,,0,1,0,0,0
